t_s,D_compressed_um,D_extended_um,eps_axial_pct,sigma_on
17.695049,189.1233,205.4383,5.438327,0
17.704426,189.1341,205.4329,5.432942,0
17.713803,189.1448,205.4276,5.427588,0
17.723181,189.1555,205.4223,5.422262,0
17.732558,189.1661,205.4170,5.416963,0
17.741935,189.1766,205.4117,5.411688,0
17.751313,189.1871,205.4064,5.406436,0
17.760690,189.1976,205.4012,5.401205,0
17.770068,189.2080,205.3960,5.395993,0
17.779445,189.2184,205.3908,5.390800,0
17.788822,189.2288,205.3856,5.385623,0
17.798200,189.2391,205.3805,5.380463,0
17.807577,189.2494,205.3753,5.375317,0
17.816954,189.2596,205.3702,5.370186,0
17.826332,189.2699,205.3651,5.365067,0
17.835709,189.2801,205.3600,5.359961,0
17.845086,189.2903,205.3549,5.354867,0
17.854464,189.3004,205.3498,5.349784,0
17.863841,189.3106,205.3447,5.344711,0
17.873218,189.3207,205.3396,5.339648,0
17.882596,189.3308,205.3346,5.334595,0
17.891973,189.3409,205.3296,5.329551,0
17.901350,189.3510,205.3245,5.324516,0
17.910728,189.3610,205.3195,5.319488,0
17.920105,189.3711,205.3145,5.314469,0
17.929482,189.3811,205.3095,5.309458,0
17.938860,189.3911,205.3045,5.304454,0
17.948237,189.4011,205.2995,5.299457,0
17.957614,189.4111,205.2945,5.294467,0
17.966992,189.4210,205.2895,5.289483,0
17.976369,189.4310,205.2845,5.284507,0
17.985746,189.4409,205.2795,5.279536,0
17.995124,189.4509,205.2746,5.274572,0
18.004501,189.4608,205.2696,5.269614,0
18.013878,189.4707,205.2647,5.264662,0
18.023256,189.4806,205.2597,5.259715,0
18.032633,189.4905,205.2548,5.254775,0
18.042011,189.5003,205.2498,5.249839,0
18.051388,189.5102,205.2449,5.244910,0
18.060765,189.5200,205.2400,5.239986,0
18.070143,189.5299,205.2351,5.235067,0
18.079520,189.5397,205.2302,5.230153,0
18.088897,189.5495,205.2252,5.225245,0
18.098275,189.5593,205.2203,5.220342,0
18.107652,189.5691,205.2154,5.215444,0
18.117029,189.5789,205.2106,5.210551,0
18.126407,189.5887,205.2057,5.205663,0
18.135784,189.5984,205.2008,5.200780,0
18.145161,189.6082,205.1959,5.195901,0
18.154539,189.6179,205.1910,5.191028,0
18.163916,189.6277,205.1862,5.186160,0
18.173293,189.6374,205.1813,5.181296,0
18.182671,189.6471,205.1764,5.176437,0
18.192048,189.6568,205.1716,5.171583,0
18.201425,189.6665,205.1667,5.166734,0
18.210803,189.6762,205.1619,5.161889,0
18.220180,189.6859,205.1570,5.157049,0
18.229557,189.6956,205.1522,5.152214,0
18.238935,189.7052,205.1474,5.147384,0
18.248312,189.7149,205.1426,5.142558,0
18.257689,189.7245,205.1377,5.137737,0
18.267067,189.7342,205.1329,5.132920,0
18.276444,189.7438,205.1281,5.128108,0
18.285821,189.7534,205.1233,5.123301,0
18.295199,189.7630,205.1185,5.118498,0
18.304576,189.7726,205.1137,5.113700,0
18.313953,189.7822,205.1089,5.108906,0
18.323331,189.7918,205.1041,5.104117,0
18.332708,189.8013,205.0993,5.099332,0
18.342086,189.8109,205.0946,5.094552,0
18.351463,189.8204,205.0898,5.089777,0
18.360840,189.8300,205.0850,5.085005,0
18.370218,189.8395,205.0802,5.080239,0
18.379595,189.8490,205.0755,5.075477,0
18.388972,189.8586,205.0707,5.070719,0
18.398350,189.8681,205.0660,5.065966,0
18.407727,189.8776,205.0612,5.061218,0
18.417104,189.8871,205.0565,5.056474,0
18.426482,189.8965,205.0517,5.051734,0
18.435859,189.9060,205.0470,5.046999,0
18.445236,189.9155,205.0423,5.042268,0
18.454614,189.9249,205.0375,5.037542,0
18.463991,189.9344,205.0328,5.032820,0
18.473368,189.9438,205.0281,5.028103,0
18.482746,189.9532,205.0234,5.023390,0
18.492123,189.9626,205.0187,5.018681,0
18.501500,189.9720,205.0140,5.013977,0
18.510878,189.9814,205.0093,5.009278,0
18.520255,189.9908,205.0046,5.004582,0
18.529632,190.0002,204.9999,4.999892,0
18.539010,190.0096,204.9952,4.995205,0
18.548387,190.0190,204.9905,4.990523,0
18.557764,190.0283,204.9858,4.985845,0
18.567142,190.0377,204.9812,4.981172,0
18.576519,190.0470,204.9765,4.976503,0
18.585896,190.0563,204.9718,4.971839,0
18.595274,190.0656,204.9672,4.967179,0
18.604651,190.0750,204.9625,4.962523,0
18.614029,190.0843,204.9579,4.957872,0
18.623406,190.0936,204.9532,4.953225,0
18.632783,190.1028,204.9486,4.948582,0
18.642161,190.1121,204.9439,4.943944,0
18.651538,190.1214,204.9393,4.939310,0
18.660915,190.1306,204.9347,4.934680,0
18.670293,190.1399,204.9301,4.930055,0
18.679670,190.1491,204.9254,4.925434,0
18.689047,190.1584,204.9208,4.920817,0
18.698425,190.1676,204.9162,4.916205,0
18.707802,190.1768,204.9116,4.911597,0
18.717179,190.1860,204.9070,4.906993,0
18.726557,190.1952,204.9024,4.902394,0
18.735934,190.2044,204.8978,4.897799,0
18.745311,190.2136,204.8932,4.893208,0
18.754689,190.2228,204.8886,4.888622,0
18.764066,190.2319,204.8840,4.884040,0
18.773443,190.2411,204.8795,4.879462,0
18.782821,190.2502,204.8749,4.874889,0
18.792198,190.2594,204.8703,4.870319,0
18.801575,190.2685,204.8658,4.865754,0
18.810953,190.2776,204.8612,4.861194,0
18.820330,190.2867,204.8566,4.856637,0
18.829707,190.2958,204.8521,4.852085,0
18.839085,190.3049,204.8475,4.847537,0
18.848462,190.3140,204.8430,4.842994,0
18.857839,190.3231,204.8385,4.838455,0
18.867217,190.3322,204.8339,4.833920,0
18.876594,190.3412,204.8294,4.829389,0
18.885971,190.3503,204.8249,4.824862,0
18.895349,190.3593,204.8203,4.820340,0
18.904726,190.3684,204.8158,4.815822,0
18.914104,190.3774,204.8113,4.811308,0
18.923481,190.3864,204.8068,4.806798,0
18.932858,190.3954,204.8023,4.802293,0
18.942236,190.4044,204.7978,4.797792,0
18.951613,190.4134,204.7933,4.793295,0
18.960990,190.4224,204.7888,4.788802,0
18.970368,190.4314,204.7843,4.784314,0
18.979745,190.4403,204.7798,4.779829,0
18.989122,190.4493,204.7753,4.775349,0
18.998500,190.4583,204.7709,4.770873,0
19.007877,190.4672,204.7664,4.766401,0
19.017254,190.4761,204.7619,4.761934,0
19.026632,190.4851,204.7575,4.757471,0
19.036009,190.4940,204.7530,4.753011,0
19.045386,190.5029,204.7486,4.748556,0
19.054764,190.5118,204.7441,4.744106,0
19.064141,190.5207,204.7397,4.739659,0
19.073518,190.5296,204.7352,4.735217,0
19.082896,190.5384,204.7308,4.730778,0
19.092273,190.5473,204.7263,4.726344,0
19.101650,190.5562,204.7219,4.721914,0
19.111028,190.5650,204.7175,4.717488,0
19.120405,190.5739,204.7131,4.713067,0
19.129782,190.5827,204.7086,4.708649,0
19.139160,190.5915,204.7042,4.704236,0
19.148537,190.6003,204.6998,4.699827,0
19.157914,190.6092,204.6954,4.695421,0
19.167292,190.6180,204.6910,4.691020,0
19.176669,190.6268,204.6866,4.686624,0
19.186047,190.6355,204.6822,4.682231,0
19.195424,190.6443,204.6778,4.677842,0
19.204801,190.6531,204.6735,4.673458,0
19.214179,190.6618,204.6691,4.669077,0
19.223556,190.6706,204.6647,4.664701,0
19.232933,190.6793,204.6603,4.660329,0
19.242311,190.6881,204.6560,4.655961,0
19.251688,190.6968,204.6516,4.651597,0
19.261065,190.7055,204.6472,4.647237,0
19.270443,190.7142,204.6429,4.642881,0
19.279820,190.7229,204.6385,4.638529,0
19.289197,190.7316,204.6342,4.634181,0
19.298575,190.7403,204.6298,4.629838,0
19.307952,190.7490,204.6255,4.625498,0
19.317329,190.7577,204.6212,4.621163,0
19.326707,190.7663,204.6168,4.616831,0
19.336084,190.7750,204.6125,4.612504,0
19.345461,190.7836,204.6082,4.608181,0
19.354839,190.7923,204.6039,4.603862,0
19.364216,190.8009,204.5995,4.599546,0
19.373593,190.8095,204.5952,4.595235,0
19.382971,190.8181,204.5909,4.590928,0
19.392348,190.8267,204.5866,4.586625,0
19.401725,190.8353,204.5823,4.582326,0
19.411103,190.8439,204.5780,4.578031,0
19.420480,190.8525,204.5737,4.573740,0
19.429857,190.8611,204.5695,4.569453,0
19.439235,190.8697,204.5652,4.565170,0
19.448612,190.8782,204.5609,4.560891,0
19.457989,190.8868,204.5566,4.556617,0
19.467367,190.8953,204.5523,4.552346,0
19.476744,190.9038,204.5481,4.548079,0
19.486122,190.9124,204.5438,4.543816,0
19.495499,190.9209,204.5396,4.539557,0
19.504876,190.9294,204.5353,4.535302,0
19.514254,190.9379,204.5311,4.531051,0
19.523631,190.9464,204.5268,4.526804,0
19.533008,190.9549,204.5226,4.522561,0
19.542386,190.9634,204.5183,4.518322,0
19.551763,190.9718,204.5141,4.514087,0
19.561140,190.9803,204.5099,4.509856,0
19.570518,190.9887,204.5056,4.505629,0
19.579895,190.9972,204.5014,4.501406,0
19.589272,191.0056,204.4972,4.497187,0
19.598650,191.0141,204.4930,4.492972,0
19.608027,191.0225,204.4888,4.488761,0
19.617404,191.0309,204.4846,4.484553,0
19.626782,191.0393,204.4803,4.480350,0
19.636159,191.0477,204.4762,4.476150,0
19.645536,191.0561,204.4720,4.471955,0
19.654914,191.0645,204.4678,4.467763,0
19.664291,191.0728,204.4636,4.463576,0
19.673668,191.0812,204.4594,4.459392,0
19.683046,191.0896,204.4552,4.455212,0
19.692423,191.0979,204.4510,4.451037,0
19.701800,191.1063,204.4469,4.446865,0
19.711178,191.1146,204.4427,4.442697,0
19.720555,191.1229,204.4385,4.438532,0
19.729932,191.1313,204.4344,4.434372,0
19.739310,191.1396,204.4302,4.430216,0
19.748687,191.1479,204.4261,4.426064,0
19.758065,191.1562,204.4219,4.421915,0
19.767442,191.1645,204.4178,4.417770,0
19.776819,191.1727,204.4136,4.413630,0
19.786197,191.1810,204.4095,4.409493,0
19.795574,191.1893,204.4054,4.405360,0
19.804951,191.1975,204.4012,4.401231,0
19.814329,191.2058,204.3971,4.397105,0
19.823706,191.2140,204.3930,4.392984,0
19.833083,191.2223,204.3889,4.388866,0
19.842461,191.2305,204.3848,4.384753,0
19.851838,191.2387,204.3806,4.380643,0
19.861215,191.2469,204.3765,4.376537,0
19.870593,191.2551,204.3724,4.372435,0
19.879970,191.2633,204.3683,4.368337,0
19.889347,191.2715,204.3642,4.364242,0
19.898725,191.2797,204.3602,4.360152,0
19.908102,191.2879,204.3561,4.356065,0
19.917479,191.2960,204.3520,4.351982,0
19.926857,191.3042,204.3479,4.347903,0
19.936234,191.3123,204.3438,4.343828,0
19.945611,191.3205,204.3398,4.339756,0
19.954989,191.3286,204.3357,4.335689,0
19.964366,191.3368,204.3316,4.331625,0
19.973743,191.3449,204.3276,4.327565,0
19.983121,191.3530,204.3235,4.323509,0
19.992498,191.3611,204.3195,4.319456,0
20.001875,191.3692,204.3154,4.315408,0
20.011253,191.3773,204.3114,4.311363,0
20.020630,191.3854,204.3073,4.307322,0
20.030008,191.3934,204.3033,4.303284,0
20.039385,191.4015,204.2993,4.299251,0
20.048762,191.4096,204.2952,4.295221,0
20.058140,191.4176,204.2912,4.291195,0
20.067517,191.4257,204.2872,4.287173,0
20.076894,191.4337,204.2832,4.283155,0
20.086272,191.4417,204.2791,4.279140,0
20.095649,191.4497,204.2751,4.275130,0
20.105026,191.4578,204.2711,4.271123,0
20.114404,191.4658,204.2671,4.267119,0
20.123781,191.4738,204.2631,4.263120,0
20.133158,191.4818,204.2591,4.259124,0
20.142536,191.4897,204.2551,4.255132,0
20.151913,191.4977,204.2511,4.251144,0
20.161290,191.5057,204.2472,4.247159,0
20.170668,191.5136,204.2432,4.243178,0
20.180045,191.5216,204.2392,4.239201,0
20.189422,191.5295,204.2352,4.235228,0
20.198800,191.5375,204.2313,4.231258,0
20.208177,191.5454,204.2273,4.227292,0
20.217554,191.5533,204.2233,4.223330,0
20.226932,191.5613,204.2194,4.219371,0
20.236309,191.5692,204.2154,4.215417,0
20.245686,191.5771,204.2115,4.211465,0
20.255064,191.5850,204.2075,4.207518,0
20.264441,191.5929,204.2036,4.203574,0
20.273818,191.6007,204.1996,4.199634,0
20.283196,191.6086,204.1957,4.195698,0
20.292573,191.6165,204.1918,4.191765,0
20.301950,191.6243,204.1878,4.187837,0
20.311328,191.6322,204.1839,4.183911,0
20.320705,191.6400,204.1800,4.179990,0
20.330083,191.6479,204.1761,4.176072,0
20.339460,191.6557,204.1722,4.172158,0
20.348837,191.6635,204.1682,4.168247,0
20.358215,191.6713,204.1643,4.164340,0
20.367592,191.6791,204.1604,4.160437,0
20.376969,191.6869,204.1565,4.156537,0
20.386347,191.6947,204.1526,4.152642,0
20.395724,191.7025,204.1487,4.148749,0
20.405101,191.7103,204.1449,4.144861,0
20.414479,191.7180,204.1410,4.140976,0
20.423856,191.7258,204.1371,4.137094,0
20.433233,191.7336,204.1332,4.133217,0
20.442611,191.7413,204.1293,4.129343,0
20.451988,191.7491,204.1255,4.125472,0
20.461365,191.7568,204.1216,4.121606,0
20.470743,191.7645,204.1177,4.117742,0
20.480120,191.7722,204.1139,4.113883,0
20.489497,191.7799,204.1100,4.110027,0
20.498875,191.7877,204.1062,4.106175,0
20.508252,191.7953,204.1023,4.102326,0
20.517629,191.8030,204.0985,4.098481,0
20.527007,191.8107,204.0946,4.094639,0
20.536384,191.8184,204.0908,4.090801,0
20.545761,191.8261,204.0870,4.086967,0
20.555139,191.8337,204.0831,4.083136,0
20.564516,191.8414,204.0793,4.079309,0
20.573893,191.8490,204.0755,4.075486,0
20.583271,191.8567,204.0717,4.071666,0
20.592648,191.8643,204.0678,4.067850,0
20.602026,191.8719,204.0640,4.064037,0
20.611403,191.8795,204.0602,4.060228,0
20.620780,191.8872,204.0564,4.056422,0
20.630158,191.8948,204.0526,4.052620,0
20.639535,191.9024,204.0488,4.048821,0
20.648912,191.9099,204.0450,4.045026,0
20.658290,191.9175,204.0412,4.041235,0
20.667667,191.9251,204.0374,4.037447,0
20.677044,191.9327,204.0337,4.033663,0
20.686422,191.9402,204.0299,4.029882,0
20.695799,191.9478,204.0261,4.026105,0
20.705176,191.9553,204.0223,4.022331,0
20.714554,191.9629,204.0186,4.018561,0
20.723931,191.9704,204.0148,4.014795,0
20.733308,191.9779,204.0110,4.011032,0
20.742686,191.9855,204.0073,4.007272,0
20.752063,191.9930,204.0035,4.003516,0
20.761440,192.0005,203.9998,3.999764,0
20.770818,192.0080,203.9960,3.996015,0
20.780195,192.0155,203.9923,3.992269,0
20.789572,192.0229,203.9885,3.988527,0
20.798950,192.0304,203.9848,3.984789,0
20.808327,192.0379,203.9811,3.981054,0
20.817704,192.0454,203.9773,3.977323,0
20.827082,192.0528,203.9736,3.973595,0
20.836459,192.0603,203.9699,3.969870,0
20.845836,192.0677,203.9661,3.966149,0
20.855214,192.0751,203.9624,3.962432,0
20.864591,192.0826,203.9587,3.958718,0
20.873968,192.0900,203.9550,3.955007,0
20.883346,192.0974,203.9513,3.951300,0
20.892723,192.1048,203.9476,3.947597,0
20.902101,192.1122,203.9439,3.943897,0
20.911478,192.1196,203.9402,3.940200,0
20.920855,192.1270,203.9365,3.936507,0
20.930233,192.1344,203.9328,3.932817,0
20.939610,192.1417,203.9291,3.929131,0
20.948987,192.1491,203.9254,3.925448,0
20.958365,192.1565,203.9218,3.921769,0
20.967742,192.1638,203.9181,3.918093,0
20.977119,192.1712,203.9144,3.914421,0
20.986497,192.1785,203.9108,3.910752,0
20.995874,192.1858,203.9071,3.907086,0
21.005251,192.1932,203.9034,3.903424,0
21.014629,192.2005,203.8998,3.899766,0
21.024006,192.2078,203.8961,3.896110,0
21.033383,192.2151,203.8925,3.892459,0
21.042761,192.2224,203.8888,3.888810,0
21.052138,192.2297,203.8852,3.885165,0
21.061515,192.2370,203.8815,3.881524,0
21.070893,192.2442,203.8779,3.877886,0
21.080270,192.2515,203.8743,3.874251,0
21.089647,192.2588,203.8706,3.870619,0
21.099025,192.2660,203.8670,3.866992,0
21.108402,192.2733,203.8634,3.863367,0
21.117779,192.2805,203.8597,3.859746,0
21.127157,192.2877,203.8561,3.856128,0
21.136534,192.2950,203.8525,3.852514,0
21.145911,192.3022,203.8489,3.848903,0
21.155289,192.3094,203.8453,3.845295,0
21.164666,192.3166,203.8417,3.841691,0
21.174044,192.3238,203.8381,3.838090,0
21.183421,192.3310,203.8345,3.834493,0
21.192798,192.3382,203.8309,3.830899,0
21.202176,192.3454,203.8273,3.827308,0
21.211553,192.3526,203.8237,3.823721,0
21.220930,192.3597,203.8201,3.820137,0
21.230308,192.3669,203.8166,3.816556,0
21.239685,192.3740,203.8130,3.812979,0
21.249062,192.3812,203.8094,3.809405,0
21.258440,192.3883,203.8058,3.805835,0
21.267817,192.3955,203.8023,3.802268,0
21.277194,192.4026,203.7987,3.798704,0
21.286572,192.4097,203.7951,3.795143,0
21.295949,192.4168,203.7916,3.791586,0
21.305326,192.4239,203.7880,3.788032,0
21.314704,192.4310,203.7845,3.784482,0
21.324081,192.4381,203.7809,3.780935,0
21.333458,192.4452,203.7774,3.777391,0
21.342836,192.4523,203.7739,3.773850,0
21.352213,192.4594,203.7703,3.770313,0
21.361590,192.4664,203.7668,3.766779,0
21.370968,192.4735,203.7632,3.763248,0
21.380345,192.4806,203.7597,3.759721,0
21.389722,192.4876,203.7562,3.756197,0
21.399100,192.4946,203.7527,3.752677,0
21.408477,192.5017,203.7492,3.749159,0
21.417854,192.5087,203.7456,3.745645,0
21.427232,192.5157,203.7421,3.742134,0
21.436609,192.5227,203.7386,3.738627,0
21.445986,192.5298,203.7351,3.735123,0
21.455364,192.5368,203.7316,3.731622,0
21.464741,192.5438,203.7281,3.728124,0
21.474119,192.5507,203.7246,3.724630,0
21.483496,192.5577,203.7211,3.721139,0
21.492873,192.5647,203.7177,3.717651,0
21.502251,192.5717,203.7142,3.714166,0
21.511628,192.5786,203.7107,3.710685,0
21.521005,192.5856,203.7072,3.707207,0
21.530383,192.5925,203.7037,3.703732,0
21.539760,192.5995,203.7003,3.700261,0
21.549137,192.6064,203.6968,3.696793,0
21.558515,192.6133,203.6933,3.693328,0
21.567892,192.6203,203.6899,3.689866,0
21.577269,192.6272,203.6864,3.686407,0
21.586647,192.6341,203.6830,3.682952,0
21.596024,192.6410,203.6795,3.679500,0
21.605401,192.6479,203.6761,3.676051,0
21.614779,192.6548,203.6726,3.672606,0
21.624156,192.6617,203.6692,3.669163,0
21.633533,192.6686,203.6657,3.665724,0
21.642911,192.6754,203.6623,3.662289,0
21.652288,192.6823,203.6589,3.658856,0
21.661665,192.6891,203.6554,3.655426,0
21.671043,192.6960,203.6520,3.652000,0
21.680420,192.7028,203.6486,3.648577,0
21.689797,192.7097,203.6452,3.645157,0
21.699175,192.7165,203.6417,3.641741,0
21.708552,192.7233,203.6383,3.638327,0
21.717929,192.7302,203.6349,3.634917,0
21.727307,192.7370,203.6315,3.631510,0
21.736684,192.7438,203.6281,3.628107,0
21.746062,192.7506,203.6247,3.624706,0
21.755439,192.7574,203.6213,3.621308,0
21.764816,192.7642,203.6179,3.617914,0
21.774194,192.7710,203.6145,3.614523,0
21.783571,192.7777,203.6111,3.611135,0
21.792948,192.7845,203.6078,3.607751,0
21.802326,192.7913,203.6044,3.604369,0
21.811703,192.7980,203.6010,3.600991,0
21.821080,192.8048,203.5976,3.597616,0
21.830458,192.8115,203.5942,3.594244,0
21.839835,192.8183,203.5909,3.590875,0
21.849212,192.8250,203.5875,3.587509,0
21.858590,192.8317,203.5841,3.584146,0
21.867967,192.8384,203.5808,3.580787,0
21.877344,192.8451,203.5774,3.577431,0
21.886722,192.8518,203.5741,3.574078,0
21.896099,192.8585,203.5707,3.570728,0
21.905476,192.8652,203.5674,3.567381,0
21.914854,192.8719,203.5640,3.564037,0
21.924231,192.8786,203.5607,3.560697,0
21.933608,192.8853,203.5574,3.557359,0
21.942986,192.8920,203.5540,3.554025,0
21.952363,192.8986,203.5507,3.550694,0
21.961740,192.9053,203.5474,3.547366,0
21.971118,192.9119,203.5440,3.544041,0
21.980495,192.9186,203.5407,3.540719,0
21.989872,192.9252,203.5374,3.537400,0
21.999250,192.9318,203.5341,3.534085,0
22.008627,192.2767,203.8617,3.861654,1
22.018005,191.6168,204.1916,4.191591,1
22.027382,191.0072,204.4964,4.496416,1
22.036759,190.4433,204.7784,4.778373,1
22.046137,189.9210,205.0395,5.039505,1
22.055514,189.4367,205.2817,5.281671,1
22.064891,188.9869,205.5066,5.506566,1
22.074269,188.5685,205.7157,5.715731,1
22.083646,188.1789,205.9106,5.910570,1
22.093023,187.8153,206.0924,6.092361,1
22.102401,187.4755,206.2623,6.262269,1
22.111778,187.1573,206.4214,6.421351,1
22.121155,186.8589,206.5706,6.570575,1
22.130533,186.5784,206.7108,6.710817,1
22.139910,186.3142,206.8429,6.842878,1
22.149287,186.0650,206.9675,6.967485,1
22.158665,185.8294,207.0853,7.085303,1
22.168042,185.6061,207.1969,7.196934,1
22.177419,185.3941,207.3029,7.302929,1
22.186797,185.1924,207.4038,7.403787,1
22.196174,185.0001,207.5000,7.499965,1
22.205551,184.8162,207.5919,7.591877,1
22.214929,184.6402,207.6799,7.679901,1
22.224306,184.4712,207.7644,7.764381,1
22.233683,184.3087,207.8456,7.845631,1
22.243061,184.1521,207.9239,7.923934,1
22.252438,184.0009,207.9996,7.999552,1
22.261815,183.8546,208.0727,8.072720,1
22.271193,183.7127,208.1437,8.143653,1
22.280570,183.5749,208.2125,8.212548,1
22.289947,183.4408,208.2796,8.279583,1
22.299325,183.3102,208.3449,8.344920,1
22.308702,183.1826,208.4087,8.408708,1
22.318080,183.0578,208.4711,8.471080,1
22.327457,182.9357,208.5322,8.532160,1
22.336834,182.8159,208.5921,8.592060,1
22.346212,182.6982,208.6509,8.650880,1
22.355589,182.5826,208.7087,8.708714,1
22.364966,182.4687,208.7656,8.765646,1
22.374344,182.3565,208.8218,8.821752,1
22.383721,182.2458,208.8771,8.877103,1
22.393098,182.1365,208.9318,8.931762,1
22.402476,182.0284,208.9858,8.985787,1
22.411853,181.9215,209.0392,9.039230,1
22.421230,181.8157,209.0921,9.092141,1
22.430608,181.7109,209.1446,9.144562,1
22.439985,181.6069,209.1965,9.196533,1
22.449362,181.5038,209.2481,9.248091,1
22.458740,181.4015,209.2993,9.299269,1
22.468117,181.2998,209.3501,9.350097,1
22.477494,181.1988,209.4006,9.400601,1
22.486872,181.0984,209.4508,9.450808,1
22.496249,180.9985,209.5007,9.500739,1
22.505626,181.3363,209.3319,9.331873,0
22.515004,181.9210,209.0395,9.039523,0
22.524381,182.4543,208.7728,8.772832,0
22.533758,182.9410,208.5295,8.529504,0
22.543136,183.3851,208.3074,8.307449,0
22.552513,183.7905,208.1048,8.104763,0
22.561890,184.1606,207.9197,7.919712,0
22.571268,184.4986,207.7507,7.750719,0
22.580645,184.8073,207.5963,7.596347,0
22.590023,185.0894,207.4553,7.455287,0
22.599400,185.3473,207.3263,7.326348,0
22.608777,185.5831,207.2084,7.208446,0
22.618155,185.7988,207.1006,7.100594,0
22.627532,185.9962,207.0019,7.001891,0
22.636909,186.1770,206.9115,6.911521,0
22.646287,186.3425,206.8287,6.828737,0
22.655664,186.4943,206.7529,6.752861,0
22.665041,186.6335,206.6833,6.683274,0
22.674419,186.7612,206.6194,6.619415,0
22.683796,186.8785,206.5608,6.560772,0
22.693173,186.9862,206.5069,6.506877,0
22.702551,187.0854,206.4573,6.457306,0
22.711928,187.1767,206.4117,6.411674,0
22.721305,187.2607,206.3696,6.369626,0
22.730683,187.3383,206.3308,6.330844,0
22.740060,187.4099,206.2950,6.295036,0
22.749437,187.4761,206.2619,6.261935,0
22.758815,187.5374,206.2313,6.231299,0
22.768192,187.5942,206.2029,6.202910,0
22.777569,187.6469,206.1766,6.176565,0
22.786947,187.6958,206.1521,6.152083,0
22.796324,187.7414,206.1293,6.129297,0
22.805701,187.7839,206.1081,6.108055,0
22.815079,187.8236,206.0882,6.088221,0
22.824456,187.8607,206.0697,6.069668,0
22.833833,187.8954,206.0523,6.052283,0
22.843211,187.9281,206.0360,6.035961,0
22.852588,187.9588,206.0206,6.020607,0
22.861965,187.9877,206.0061,6.006136,0
22.871343,188.0151,205.9925,5.992468,0
22.880720,188.0409,205.9795,5.979533,0
22.890098,188.0655,205.9673,5.967265,0
22.899475,188.0888,205.9556,5.955605,0
22.908852,188.1110,205.9445,5.944498,0
22.918230,188.1322,205.9339,5.933897,0
22.927607,188.1525,205.9238,5.923756,0
22.936984,188.1719,205.9140,5.914034,0
22.946362,188.1906,205.9047,5.904695,0
22.955739,188.2086,205.8957,5.895704,0
22.965116,188.2259,205.8870,5.887031,0
22.974494,188.2427,205.8786,5.878648,0
22.983871,188.2589,205.8705,5.870529,0
22.993248,188.2747,205.8627,5.862651,0
23.002626,188.2900,205.8550,5.854994,0
23.012003,188.3049,205.8475,5.847537,0
23.021380,188.3195,205.8403,5.840263,0
23.030758,188.3337,205.8332,5.833156,0
23.040135,188.3476,205.8262,5.826203,0
23.049512,188.3612,205.8194,5.819389,0
23.058890,188.3746,205.8127,5.812702,0
23.068267,188.3877,205.8061,5.806132,0
23.077644,188.4007,205.7997,5.799669,0
23.087022,188.4134,205.7933,5.793303,0
23.096399,188.4259,205.7870,5.787026,0
23.105776,188.4383,205.7808,5.780831,0
23.115154,188.4506,205.7747,5.774710,0
23.124531,188.4627,205.7687,5.768659,0
23.133908,188.4747,205.7627,5.762670,0
23.143286,188.4865,205.7567,5.756739,0
23.152663,188.4983,205.7509,5.750861,0
23.162041,188.5099,205.7450,5.745031,0
23.171418,188.5215,205.7392,5.739247,0
23.180795,188.5330,205.7335,5.733503,0
23.190173,188.5444,205.7278,5.727798,0
23.199550,188.5557,205.7221,5.722127,0
23.208927,188.5670,205.7165,5.716489,0
23.218305,188.5782,205.7109,5.710881,0
23.227682,188.5894,205.7053,5.705300,0
23.237059,188.6005,205.6997,5.699745,0
23.246437,188.6116,205.6942,5.694214,0
23.255814,188.6226,205.6887,5.688705,0
23.265191,188.6336,205.6832,5.683216,0
23.274569,188.6445,205.6777,5.677747,0
23.283946,188.6554,205.6723,5.672295,0
23.293323,188.6663,205.6669,5.666861,0
23.302701,188.6771,205.6614,5.661441,0
23.312078,188.6879,205.6560,5.656037,0
23.321455,188.6987,205.6506,5.650646,0
23.330833,188.7095,205.6453,5.645269,0
23.340210,188.7202,205.6399,5.639904,0
23.349587,188.7309,205.6346,5.634550,0
23.358965,188.7416,205.6292,5.629208,0
23.368342,188.7522,205.6239,5.623876,0
23.377719,188.7629,205.6186,5.618554,0
23.387097,188.7735,205.6132,5.613241,0
23.396474,188.7841,205.6079,5.607938,0
23.405851,188.7947,205.6026,5.602643,0
23.415229,188.8053,205.5974,5.597357,0
23.424606,188.8158,205.5921,5.592079,0
23.433983,188.8264,205.5868,5.586808,0
23.443361,188.8369,205.5815,5.581545,0
23.452738,188.8474,205.5763,5.576290,0
23.462116,188.8579,205.5710,5.571041,0
23.471493,188.8684,205.5658,5.565800,0
23.480870,188.8789,205.5606,5.560565,0
23.490248,188.8893,205.5553,5.555336,0
23.499625,188.8998,205.5501,5.550114,0
23.509002,188.9102,205.5449,5.544899,0
23.518380,188.9206,205.5397,5.539689,0
23.527757,188.9310,205.5345,5.534485,0
23.537134,188.9414,205.5293,5.529288,0
23.546512,188.9518,205.5241,5.524096,0
23.555889,188.9622,205.5189,5.518909,0
23.565266,188.9725,205.5137,5.513729,0
23.574644,188.9829,205.5086,5.508554,0
23.584021,188.9932,205.5034,5.503384,0
23.593398,189.0036,205.4982,5.498220,0
23.602776,189.0139,205.4931,5.493061,0
23.612153,189.0242,205.4879,5.487908,0
23.621530,189.0345,205.4828,5.482759,0
23.630908,189.0448,205.4776,5.477616,0
